entity_id,repo_name,component_path,service_tier,programming_language,domain,archetype,lines_of_code,cyclomatic_complexity,cognitive_complexity,code_smells_count,code_duplication_pct,security_hotspots_count,dependency_count,outdated_dependencies_pct,churn_lines_last_30d,commits_last_90d,distinct_authors_last_90d,ownership_entropy,avg_pr_review_time_hrs,pr_rework_rate,unit_test_coverage_pct,ci_build_failure_rate,defects_reported_last_90d,production_incidents_last_180d,mttr_incident_mins,sprint_velocity_drag_pct,monthly_maintenance_hours
TD-00937,auth-service,auth-service/internal/middleware/rule_engine_2.go,Tier_1,Go,Security/IAM,healthy_active,273,16,19,2,0.33,0,11,11.1,668,32,4,0.457,17.2,0.059,83.42,0.013,0,0,23,0.8,3.3
TD-00938,search-indexer,search-indexer/src/main/scala/pipeline/manager_8.scala,Tier_2,Scala,Search/Discovery,dormant_legacy,1477,90,130,29,17.52,0,20,60.06,14,3,1,0.285,24.7,0.126,49.08,0.035,0,0,63,6.3,4.7
TD-00939,inventory-worker,inventory-worker/models/data/state_machine_11.py,Tier_2,Python,Supply Chain,healthy_active,629,15,16,3,3.13,0,7,14.38,514,38,7,0.345,13.3,0.045,78.62,0.077,0,0,35,5.4,1.8
TD-00940,search-indexer,search-indexer/src/main/scala/pipeline/state_machine_11.scala,Tier_2,Scala,Search/Discovery,dormant_legacy,1680,50,61,14,16.57,0,13,22.39,14,2,1,0.263,16.1,0.238,20.97,0.068,0,0,85,7.1,2.5
TD-00941,notification-dispatcher,notification-dispatcher/src/lib/dispatcher_8.js,Tier_2,Node.js,Communications,average,769,22,29,15,8.58,0,11,28.15,492,17,4,0.355,27.5,0.134,54.96,0.121,3,0,40,19.7,11.3
TD-00942,auth-service,auth-service/internal/service/manager_19.go,Tier_1,Go,Security/IAM,dormant_legacy,887,79,87,16,21.08,1,12,34.82,10,2,1,0.176,26.1,0.235,25.15,0.063,1,0,100,16.2,7.5
TD-00943,auth-service,auth-service/internal/service/validator_6.go,Tier_1,Go,Security/IAM,healthy_active,796,12,12,3,4.92,0,7,10.17,1073,48,6,0.442,16.1,0.046,85.75,0.069,0,0,41,7.0,3.5
TD-00944,analytics-etl,analytics-etl/utils/helpers/session_handler_14.py,Tier_3,Python,Data/BI,legacy_hotspot,1921,87,123,33,28.49,1,19,41.17,1914,43,9,0.752,58.3,0.517,29.65,0.242,5,1,93,52.2,43.2
TD-00945,auth-service,auth-service/internal/middleware/session_handler_7.go,Tier_1,Go,Security/IAM,healthy_active,350,16,17,5,2.65,0,13,12.7,555,45,3,0.431,15.7,0.042,93.0,0.017,0,0,34,1.6,7.1
TD-00946,analytics-etl,analytics-etl/models/data/legacy_sync_9.py,Tier_3,Python,Data/BI,average,571,19,24,10,8.31,0,10,29.55,254,16,4,0.589,18.6,0.182,65.16,0.097,0,1,51,17.9,16.4
TD-00947,auth-service,auth-service/pkg/handler/manager_10.go,Tier_1,Go,Security/IAM,dormant_legacy,2472,77,112,24,8.18,0,7,58.2,34,2,0,0.133,14.7,0.164,24.8,0.106,1,1,86,10.0,6.7
TD-00948,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/service/aggregator_11.java,Tier_3,Java,Reporting,average,1390,12,14,15,4.94,0,11,28.66,154,13,2,0.622,25.9,0.182,71.39,0.149,1,1,82,19.3,15.8
TD-00949,order-management,order-management/src/main/java/com/platform/service/cache_adapter_8.java,Tier_1,Java,Core Business,average,1451,24,30,6,14.34,0,15,16.55,262,8,5,0.511,35.3,0.162,58.98,0.105,4,0,97,17.7,15.2
TD-00950,notification-dispatcher,notification-dispatcher/src/lib/client_pool_2.js,Tier_2,Node.js,Communications,healthy_active,446,3,2,0,1.46,0,12,2.44,598,51,2,0.351,12.8,0.098,91.7,0.036,0,0,45,7.0,3.4
TD-00951,inventory-worker,inventory-worker/models/data/state_machine_6.py,Tier_2,Python,Supply Chain,legacy_hotspot,3625,45,72,50,32.87,1,30,64.25,1589,54,5,0.663,66.3,0.299,14.72,0.305,6,1,192,33.8,50.3
TD-00952,payment-gateway,payment-gateway/pkg/client/state_machine_15.go,Tier_1,Go,Fintech/Checkout,average,670,21,25,8,9.75,0,11,25.22,120,7,2,0.544,22.6,0.199,50.8,0.09,1,0,64,12.1,9.2
TD-00953,internal-admin-portal,internal-admin-portal/src/components/forms/validator_15.tsx,Tier_3,TypeScript,Backoffice,legacy_hotspot,1974,128,224,21,47.45,2,15,51.03,1702,84,10,0.954,90.3,0.607,34.1,0.153,4,2,197,48.3,50.6
TD-00954,auth-service,auth-service/internal/service/validator_1.go,Tier_1,Go,Security/IAM,legacy_hotspot,4712,83,116,58,17.01,1,22,60.26,822,67,8,0.796,43.1,0.371,9.59,0.239,4,5,135,59.9,61.9
TD-00955,payment-gateway,payment-gateway/internal/service/manager_7.go,Tier_1,Go,Fintech/Checkout,healthy_active,676,17,17,3,3.74,0,13,6.71,324,56,7,0.357,16.1,0.108,92.9,0.071,0,0,42,6.3,4.9
TD-00956,search-indexer,search-indexer/src/main/scala/index/query_builder_3.scala,Tier_2,Scala,Search/Discovery,average,1087,12,15,6,10.1,0,16,18.43,348,17,2,0.439,18.5,0.132,66.11,0.08,1,1,41,18.6,12.3
TD-00957,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/repository/parser_3.java,Tier_3,Java,Reporting,healthy_active,842,10,9,0,4.51,0,13,8.43,812,54,3,0.212,4.1,0.056,80.74,0.066,0,0,29,6.6,2.2
TD-00958,payment-gateway,payment-gateway/pkg/handler/aggregator_15.go,Tier_1,Go,Fintech/Checkout,healthy_active,1167,6,5,4,4.12,0,8,9.81,954,62,7,0.209,8.0,0.025,89.72,0.017,1,0,38,0.2,7.0
TD-00959,order-management,order-management/src/main/java/com/platform/service/parser_11.java,Tier_1,Java,Core Business,dormant_legacy,1305,26,29,21,11.18,2,18,27.65,49,0,1,0.265,29.7,0.177,41.72,0.072,0,0,110,17.0,9.0
TD-00960,auth-service,auth-service/pkg/handler/legacy_sync_2.go,Tier_1,Go,Security/IAM,average,709,27,37,14,14.24,0,8,18.6,533,5,5,0.376,25.4,0.092,49.65,0.07,5,0,69,11.9,11.0
TD-00961,order-management,order-management/src/main/java/com/platform/util/state_machine_13.java,Tier_1,Java,Core Business,average,696,24,28,4,7.48,0,8,19.23,367,18,4,0.424,26.7,0.149,66.69,0.107,2,0,59,16.7,6.4
TD-00962,analytics-etl,analytics-etl/services/core/router_14.py,Tier_3,Python,Data/BI,healthy_active,534,15,16,3,0.62,0,11,11.56,219,29,4,0.248,11.2,0.064,83.6,0.068,0,0,44,0.5,2.9
TD-00963,order-management,order-management/src/main/java/com/platform/repository/aggregator_6.java,Tier_1,Java,Core Business,healthy_active,457,4,4,2,2.77,0,12,9.56,904,57,2,0.473,6.7,0.06,86.85,0.025,1,0,28,2.3,5.4
TD-00964,inventory-worker,inventory-worker/models/data/legacy_sync_5.py,Tier_2,Python,Supply Chain,healthy_active,458,16,17,4,1.17,0,6,8.34,466,20,6,0.262,4.8,0.071,79.29,0.035,0,0,15,1.4,1.8
TD-00965,payment-gateway,payment-gateway/internal/middleware/rule_engine_20.go,Tier_1,Go,Fintech/Checkout,dormant_legacy,2060,42,52,29,24.12,1,9,46.18,93,3,1,0.071,37.3,0.201,38.83,0.143,0,0,20,15.7,12.0
TD-00966,user-profile-api,user-profile-api/models/data/legacy_sync_14.py,Tier_2,Python,User Management,legacy_hotspot,2768,98,170,42,25.95,3,12,59.71,2120,53,16,0.716,49.9,0.275,27.85,0.197,6,2,246,27.4,71.0
TD-00967,internal-admin-portal,internal-admin-portal/src/state/processor_3.tsx,Tier_3,TypeScript,Backoffice,average,543,21,21,11,7.62,0,12,30.09,228,5,2,0.451,12.6,0.099,54.69,0.087,2,0,75,22.0,7.9
TD-00968,inventory-worker,inventory-worker/utils/helpers/manager_14.py,Tier_2,Python,Supply Chain,average,800,22,25,9,9.21,0,11,20.14,226,13,4,0.427,16.1,0.163,68.36,0.077,0,0,66,13.7,18.9
TD-00969,user-profile-api,user-profile-api/tasks/workers/aggregator_18.py,Tier_2,Python,User Management,average,1344,23,23,11,4.27,0,11,11.99,192,7,4,0.645,29.4,0.119,65.99,0.125,2,0,78,14.5,19.4
TD-00970,payment-gateway,payment-gateway/pkg/client/exporter_12.go,Tier_1,Go,Fintech/Checkout,average,1037,27,34,9,9.67,0,7,26.6,428,8,4,0.471,15.4,0.204,55.16,0.124,0,0,62,21.7,7.0
TD-00971,analytics-etl,analytics-etl/tasks/workers/exporter_16.py,Tier_3,Python,Data/BI,average,991,26,35,9,6.71,0,10,33.03,159,9,5,0.418,16.5,0.116,61.0,0.074,2,0,86,8.2,6.8
TD-00972,notification-dispatcher,notification-dispatcher/src/queues/client_pool_11.js,Tier_2,Node.js,Communications,dormant_legacy,1522,100,139,34,17.71,0,19,23.74,6,1,0,0.132,35.3,0.181,32.83,0.051,1,0,59,8.1,6.3
TD-00973,search-indexer,search-indexer/src/main/scala/index/manager_1.scala,Tier_2,Scala,Search/Discovery,average,784,21,26,14,7.95,0,9,20.41,310,16,3,0.347,12.9,0.114,56.35,0.141,3,0,93,19.9,13.5
TD-00974,notification-dispatcher,notification-dispatcher/src/queues/aggregator_1.js,Tier_2,Node.js,Communications,dormant_legacy,1804,62,75,66,28.17,0,7,34.86,26,2,1,0.237,13.7,0.117,44.63,0.121,2,0,44,16.7,5.0
TD-00975,inventory-worker,inventory-worker/services/core/exporter_16.py,Tier_2,Python,Supply Chain,dormant_legacy,1269,40,46,24,16.69,1,19,24.71,88,1,1,0.23,17.3,0.072,38.13,0.108,0,0,70,7.5,9.5
TD-00976,internal-admin-portal,internal-admin-portal/src/hooks/exporter_19.tsx,Tier_3,TypeScript,Backoffice,legacy_hotspot,2576,77,117,80,34.0,1,14,65.89,1499,73,7,0.765,94.7,0.621,37.05,0.16,4,2,121,43.8,70.1
TD-00977,user-profile-api,user-profile-api/handlers/api/validator_8.py,Tier_2,Python,User Management,average,520,27,33,5,5.15,0,14,25.98,382,12,3,0.619,24.1,0.148,58.13,0.043,0,0,37,17.7,11.8
TD-00978,user-profile-api,user-profile-api/models/data/client_pool_2.py,Tier_2,Python,User Management,healthy_active,428,17,18,5,4.09,0,12,7.85,836,20,2,0.445,4.1,0.076,84.55,0.012,0,0,35,5.1,5.5
TD-00979,user-profile-api,user-profile-api/tasks/workers/state_machine_13.py,Tier_2,Python,User Management,dormant_legacy,1201,68,81,19,30.32,1,13,35.93,34,3,1,0.31,34.1,0.089,47.66,0.061,2,1,72,13.3,9.3
TD-00980,notification-dispatcher,notification-dispatcher/src/controllers/manager_8.js,Tier_2,Node.js,Communications,legacy_hotspot,1703,72,116,98,32.52,2,25,52.15,1577,45,6,0.883,53.2,0.448,25.98,0.243,5,4,129,45.4,75.2
TD-00981,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/repository/exporter_12.java,Tier_3,Java,Reporting,dormant_legacy,1049,91,108,13,18.44,0,23,39.37,32,0,0,0.025,24.3,0.192,17.03,0.028,0,0,70,17.2,7.8
TD-00982,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/service/cache_adapter_12.java,Tier_3,Java,Reporting,legacy_hotspot,1901,72,95,50,36.58,3,18,66.13,2037,39,5,0.773,56.4,0.333,9.08,0.263,6,1,196,45.6,42.7
TD-00983,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/controller/rule_engine_7.java,Tier_3,Java,Reporting,legacy_hotspot,2832,103,151,58,18.73,2,32,33.87,1379,139,17,0.696,86.0,0.261,7.5,0.153,7,1,131,53.7,34.0
TD-00984,analytics-etl,analytics-etl/tasks/workers/dispatcher_6.py,Tier_3,Python,Data/BI,healthy_active,662,4,4,5,2.85,0,5,0.62,204,62,7,0.545,11.4,0.03,80.44,0.067,1,0,33,0.1,3.3
TD-00985,analytics-etl,analytics-etl/services/core/validator_2.py,Tier_3,Python,Data/BI,dormant_legacy,1354,68,83,41,9.53,1,11,69.6,56,0,0,0.207,36.1,0.229,34.5,0.109,1,0,56,7.4,5.8
TD-00986,user-profile-api,user-profile-api/tasks/workers/aggregator_1.py,Tier_2,Python,User Management,legacy_hotspot,2622,132,231,55,16.78,0,19,39.2,742,46,11,0.738,38.4,0.574,12.41,0.364,8,1,206,28.1,75.3
TD-00987,internal-admin-portal,internal-admin-portal/src/state/processor_11.tsx,Tier_3,TypeScript,Backoffice,healthy_active,573,8,8,1,0.63,0,13,1.73,677,18,7,0.321,5.2,0.117,82.77,0.058,0,0,36,7.3,5.1
TD-00988,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/controller/exporter_5.java,Tier_3,Java,Reporting,legacy_hotspot,3280,82,139,23,19.25,5,19,61.87,1129,63,4,0.701,41.2,0.511,7.64,0.338,3,4,165,39.3,65.7
TD-00989,notification-dispatcher,notification-dispatcher/src/controllers/parser_11.js,Tier_2,Node.js,Communications,dormant_legacy,1243,32,43,18,26.71,0,18,51.72,63,1,1,0.261,16.1,0.229,20.34,0.045,0,0,98,15.3,5.8
TD-00990,payment-gateway,payment-gateway/pkg/handler/manager_19.go,Tier_1,Go,Fintech/Checkout,healthy_active,672,12,12,5,0.67,0,5,11.9,840,58,2,0.351,17.0,0.049,86.47,0.023,0,0,42,6.9,3.1
TD-00991,order-management,order-management/src/main/java/com/platform/service/state_machine_17.java,Tier_1,Java,Core Business,legacy_hotspot,2577,65,113,88,21.78,1,16,32.45,639,61,12,0.74,56.9,0.333,25.52,0.239,3,2,82,47.9,77.4
TD-00992,notification-dispatcher,notification-dispatcher/src/routes/session_handler_13.js,Tier_2,Node.js,Communications,average,908,14,15,13,8.71,0,21,29.29,271,10,3,0.535,19.4,0.137,63.53,0.068,1,0,85,18.3,17.2
TD-00993,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/service/session_handler_10.java,Tier_3,Java,Reporting,healthy_active,420,9,10,1,1.65,0,4,10.49,769,32,7,0.346,13.4,0.09,94.63,0.072,0,0,51,7.3,3.4
TD-00994,notification-dispatcher,notification-dispatcher/src/controllers/manager_14.js,Tier_2,Node.js,Communications,average,739,25,25,8,7.9,0,7,14.05,65,16,5,0.626,29.9,0.117,71.11,0.147,1,1,70,21.9,12.2
TD-00995,analytics-etl,analytics-etl/models/data/manager_18.py,Tier_3,Python,Data/BI,dormant_legacy,1355,73,103,22,12.65,1,21,55.53,33,2,1,0.191,18.3,0.214,16.5,0.033,0,0,62,15.9,11.5
TD-00996,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/repository/aggregator_19.java,Tier_3,Java,Reporting,average,619,21,26,13,6.75,0,16,23.77,256,8,5,0.34,25.7,0.209,49.04,0.09,0,0,67,17.6,7.9
TD-00997,order-management,order-management/src/main/java/com/platform/util/dispatcher_10.java,Tier_1,Java,Core Business,average,730,18,20,11,11.45,0,8,20.91,258,16,3,0.311,32.3,0.126,65.43,0.154,1,0,73,17.3,12.0
TD-00998,order-management,order-management/src/main/java/com/platform/controller/cache_adapter_1.java,Tier_1,Java,Core Business,healthy_active,722,8,8,4,0.61,0,5,5.04,251,44,6,0.59,12.1,0.053,83.8,0.037,0,0,34,3.9,5.6
TD-00999,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/util/state_machine_19.java,Tier_3,Java,Reporting,dormant_legacy,1893,58,83,16,30.16,0,5,44.97,19,0,1,0.052,29.3,0.241,44.45,0.028,0,0,115,17.3,11.9
TD-01000,payment-gateway,payment-gateway/internal/service/rule_engine_11.go,Tier_1,Go,Fintech/Checkout,dormant_legacy,970,51,74,22,12.9,0,21,50.59,153,2,1,0.347,14.5,0.154,25.35,0.09,1,1,101,10.1,7.2
TD-01001,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/controller/query_builder_19.java,Tier_3,Java,Reporting,legacy_hotspot,2209,83,110,46,17.07,1,34,41.05,1134,90,10,0.844,70.9,0.314,13.71,0.179,6,2,202,27.6,45.6
TD-01002,auth-service,auth-service/pkg/client/manager_11.go,Tier_1,Go,Security/IAM,average,1055,19,26,8,9.43,0,19,34.92,824,18,3,0.502,14.8,0.145,60.69,0.078,2,1,73,19.1,17.4
TD-01003,auth-service,auth-service/internal/service/session_handler_11.go,Tier_1,Go,Security/IAM,healthy_active,254,17,15,0,0.54,0,11,3.26,941,29,7,0.38,7.2,0.104,95.76,0.072,0,0,34,5.0,7.6
TD-01004,order-management,order-management/src/main/java/com/platform/service/state_machine_11.java,Tier_1,Java,Core Business,healthy_active,685,11,12,0,4.05,0,12,11.19,394,23,6,0.438,12.2,0.058,91.5,0.04,0,0,18,4.9,6.2
TD-01005,analytics-etl,analytics-etl/services/core/dispatcher_7.py,Tier_3,Python,Data/BI,dormant_legacy,1695,54,62,12,22.12,0,8,57.95,33,0,0,0.28,19.4,0.061,30.58,0.116,2,0,126,8.0,6.1
TD-01006,user-profile-api,user-profile-api/services/core/session_handler_9.py,Tier_2,Python,User Management,average,432,14,17,9,13.31,0,9,24.97,263,10,3,0.322,22.9,0.12,53.24,0.067,1,0,76,21.9,11.0
TD-01007,auth-service,auth-service/pkg/handler/processor_13.go,Tier_1,Go,Security/IAM,average,510,13,13,8,6.73,0,21,24.51,336,10,5,0.642,34.9,0.191,56.32,0.048,0,0,74,18.2,13.2
TD-01008,analytics-etl,analytics-etl/utils/helpers/manager_14.py,Tier_3,Python,Data/BI,average,1210,19,24,15,11.71,0,18,13.75,141,14,5,0.589,20.7,0.129,59.04,0.117,1,0,100,10.3,9.6
TD-01009,analytics-etl,analytics-etl/utils/helpers/session_handler_18.py,Tier_3,Python,Data/BI,average,1006,25,30,10,7.95,1,18,26.75,261,7,5,0.409,20.3,0.163,62.64,0.109,1,0,104,11.5,15.8
TD-01010,search-indexer,search-indexer/src/main/scala/engine/state_machine_16.scala,Tier_2,Scala,Search/Discovery,average,812,13,13,4,6.61,0,19,15.34,145,12,5,0.324,16.7,0.2,68.91,0.093,1,0,74,9.8,6.4
TD-01011,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/controller/manager_15.java,Tier_3,Java,Reporting,average,719,22,27,12,11.34,0,9,26.53,147,12,5,0.559,17.4,0.163,49.6,0.052,2,1,61,10.8,8.4
TD-01012,auth-service,auth-service/pkg/handler/dispatcher_1.go,Tier_1,Go,Security/IAM,average,801,27,37,11,9.98,0,19,11.0,140,6,4,0.444,31.4,0.149,55.99,0.053,0,0,80,9.4,7.4
TD-01013,notification-dispatcher,notification-dispatcher/src/services/validator_3.js,Tier_2,Node.js,Communications,healthy_active,166,16,15,3,0.26,0,7,12.13,641,68,3,0.524,15.6,0.025,90.81,0.014,0,0,23,7.0,6.6
TD-01014,notification-dispatcher,notification-dispatcher/src/controllers/parser_13.js,Tier_2,Node.js,Communications,dormant_legacy,1333,30,36,11,8.23,0,11,38.64,23,2,1,0.311,34.9,0.165,31.32,0.104,0,0,116,14.1,5.3
TD-01015,order-management,order-management/src/main/java/com/platform/service/client_pool_3.java,Tier_1,Java,Core Business,healthy_active,733,5,5,3,1.05,0,12,12.82,711,56,3,0.417,17.7,0.099,89.33,0.035,0,0,27,0.9,6.1
TD-01016,notification-dispatcher,notification-dispatcher/src/queues/rule_engine_16.js,Tier_2,Node.js,Communications,healthy_active,299,8,8,3,0.5,0,6,14.45,1203,37,3,0.353,5.5,0.033,93.07,0.062,0,0,44,6.7,3.6
TD-01017,payment-gateway,payment-gateway/pkg/client/query_builder_6.go,Tier_1,Go,Fintech/Checkout,healthy_active,547,10,9,3,2.75,0,9,10.86,1039,50,5,0.553,5.4,0.105,92.38,0.045,0,0,30,3.2,7.8
TD-01018,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/util/manager_2.java,Tier_3,Java,Reporting,dormant_legacy,912,192,284,27,20.92,0,18,36.28,41,2,0,0.128,25.5,0.164,39.02,0.028,1,0,26,7.7,10.8
TD-01019,auth-service,auth-service/pkg/storage/aggregator_7.go,Tier_1,Go,Security/IAM,average,1697,18,24,10,12.7,1,14,15.49,146,6,3,0.547,35.3,0.086,47.81,0.055,1,1,96,14.6,12.8
TD-01020,search-indexer,search-indexer/src/main/scala/pipeline/client_pool_18.scala,Tier_2,Scala,Search/Discovery,average,1420,14,16,7,6.56,0,12,24.7,256,19,4,0.49,18.3,0.103,57.14,0.158,2,0,63,16.1,16.5
TD-01021,inventory-worker,inventory-worker/models/data/dispatcher_8.py,Tier_2,Python,Supply Chain,dormant_legacy,3640,36,47,19,29.89,2,19,23.2,25,2,0,0.345,14.0,0.139,36.73,0.1,1,0,110,8.0,5.7
TD-01022,auth-service,auth-service/pkg/handler/router_19.go,Tier_1,Go,Security/IAM,dormant_legacy,1359,30,35,19,18.33,0,17,31.08,32,0,0,0.274,32.9,0.231,28.84,0.093,4,0,71,15.7,10.4
TD-01023,internal-admin-portal,internal-admin-portal/src/state/manager_2.tsx,Tier_3,TypeScript,Backoffice,dormant_legacy,1957,68,90,22,23.91,0,15,25.78,24,3,0,0.044,36.4,0.219,40.46,0.075,0,0,76,16.4,5.4
TD-01024,notification-dispatcher,notification-dispatcher/src/routes/router_3.js,Tier_2,Node.js,Communications,legacy_hotspot,2782,50,88,65,32.87,2,33,42.47,1849,106,14,0.972,31.9,0.42,22.01,0.191,10,3,169,48.8,41.2
TD-01025,inventory-worker,inventory-worker/tasks/workers/legacy_sync_7.py,Tier_2,Python,Supply Chain,average,578,18,19,14,5.77,0,12,28.73,184,13,2,0.538,25.2,0.119,64.39,0.065,1,0,37,15.2,15.0
TD-01026,auth-service,auth-service/pkg/handler/aggregator_6.go,Tier_1,Go,Security/IAM,average,778,12,13,11,4.48,1,17,16.8,682,6,2,0.417,18.3,0.197,50.85,0.104,1,0,68,18.2,8.6
TD-01027,inventory-worker,inventory-worker/services/core/legacy_sync_4.py,Tier_2,Python,Supply Chain,dormant_legacy,1453,111,163,30,16.2,0,11,44.01,18,1,0,0.107,14.7,0.229,36.0,0.111,0,0,71,16.6,5.1
TD-01028,inventory-worker,inventory-worker/utils/helpers/legacy_sync_16.py,Tier_2,Python,Supply Chain,legacy_hotspot,3636,120,169,72,46.43,0,30,62.0,901,71,5,0.846,69.0,0.612,19.9,0.139,3,4,181,58.7,30.7
TD-01029,inventory-worker,inventory-worker/services/core/query_builder_18.py,Tier_2,Python,Supply Chain,healthy_active,294,4,4,2,1.01,0,8,9.51,853,51,4,0.424,13.5,0.107,91.7,0.035,2,0,38,0.6,4.0
TD-01030,search-indexer,search-indexer/src/main/scala/engine/session_handler_13.scala,Tier_2,Scala,Search/Discovery,dormant_legacy,1129,64,78,53,27.52,0,9,47.31,24,0,0,0.229,23.9,0.245,18.77,0.047,0,0,50,13.1,2.4
TD-01031,notification-dispatcher,notification-dispatcher/src/controllers/legacy_sync_2.js,Tier_2,Node.js,Communications,average,596,25,26,6,4.36,0,14,28.67,794,14,5,0.35,20.5,0.173,67.01,0.096,1,1,91,20.1,10.5
TD-01032,inventory-worker,inventory-worker/utils/helpers/legacy_sync_9.py,Tier_2,Python,Supply Chain,average,1223,22,25,9,5.02,0,14,13.56,345,18,3,0.463,32.3,0.211,57.77,0.152,0,0,64,21.3,13.1
TD-01033,user-profile-api,user-profile-api/models/data/rule_engine_2.py,Tier_2,Python,User Management,average,500,24,29,15,10.12,0,19,11.24,200,15,2,0.536,20.6,0.194,60.29,0.079,1,1,68,18.0,10.5
TD-01034,order-management,order-management/src/main/java/com/platform/service/validator_12.java,Tier_1,Java,Core Business,dormant_legacy,1407,87,98,65,19.23,0,10,53.05,22,3,1,0.306,30.5,0.218,31.59,0.113,1,1,106,11.8,8.4
TD-01035,internal-admin-portal,internal-admin-portal/src/state/exporter_19.tsx,Tier_3,TypeScript,Backoffice,healthy_active,810,6,6,1,4.64,0,12,6.96,477,48,2,0.425,17.3,0.096,90.37,0.039,0,0,45,7.0,4.1
TD-01036,user-profile-api,user-profile-api/tasks/workers/processor_13.py,Tier_2,Python,User Management,dormant_legacy,1085,32,41,22,20.42,1,11,27.22,13,1,1,0.163,34.4,0.116,20.14,0.134,0,0,120,15.4,3.8
TD-01037,internal-admin-portal,internal-admin-portal/src/state/client_pool_16.tsx,Tier_3,TypeScript,Backoffice,legacy_hotspot,1494,96,118,58,47.78,1,33,50.44,1278,39,17,0.807,42.2,0.286,17.98,0.218,6,4,58,43.1,46.8
TD-01038,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/controller/legacy_sync_10.java,Tier_3,Java,Reporting,legacy_hotspot,2584,66,103,50,13.64,2,13,50.31,1286,87,12,0.864,93.7,0.587,21.9,0.178,2,5,149,41.8,49.5
TD-01039,auth-service,auth-service/pkg/client/parser_2.go,Tier_1,Go,Security/IAM,healthy_active,575,11,10,2,0.32,0,5,0.19,1349,66,5,0.356,14.9,0.039,92.68,0.07,0,0,39,1.7,2.9
TD-01040,internal-admin-portal,internal-admin-portal/src/components/forms/validator_15.tsx,Tier_3,TypeScript,Backoffice,average,706,24,27,5,10.54,0,6,15.97,444,10,4,0.527,25.6,0.131,64.27,0.043,1,0,77,15.1,15.2
TD-01041,order-management,order-management/src/main/java/com/platform/controller/aggregator_7.java,Tier_1,Java,Core Business,healthy_active,597,11,13,5,0.17,0,7,9.92,299,23,5,0.338,10.2,0.058,94.92,0.079,2,0,31,6.0,2.4
TD-01042,order-management,order-management/src/main/java/com/platform/service/router_3.java,Tier_1,Java,Core Business,legacy_hotspot,3435,70,112,58,42.0,1,36,41.99,907,62,12,0.67,68.6,0.602,20.78,0.166,6,4,134,51.0,55.2
TD-01043,search-indexer,search-indexer/src/main/scala/engine/state_machine_5.scala,Tier_2,Scala,Search/Discovery,average,2137,26,29,12,12.34,0,8,21.39,155,10,3,0.323,24.2,0.214,74.37,0.104,1,1,67,11.8,12.3
TD-01044,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/repository/session_handler_3.java,Tier_3,Java,Reporting,healthy_active,471,13,11,2,1.63,0,4,2.58,779,83,3,0.273,4.3,0.035,95.58,0.025,1,0,36,0.9,5.1
TD-01045,auth-service,auth-service/pkg/client/client_pool_13.go,Tier_1,Go,Security/IAM,dormant_legacy,749,30,36,61,14.23,1,20,28.36,7,2,1,0.127,31.1,0.073,31.39,0.042,0,0,101,13.8,3.5
TD-01046,internal-admin-portal,internal-admin-portal/src/hooks/state_machine_9.tsx,Tier_3,TypeScript,Backoffice,average,1402,13,16,9,12.64,0,13,32.61,246,17,4,0.47,15.6,0.213,52.4,0.1,0,0,66,13.9,10.6
TD-01047,internal-admin-portal,internal-admin-portal/src/state/parser_1.tsx,Tier_3,TypeScript,Backoffice,healthy_active,644,7,6,2,2.33,0,5,6.29,817,28,4,0.552,17.4,0.078,91.57,0.046,0,0,22,6.8,5.2
TD-01048,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/util/validator_14.java,Tier_3,Java,Reporting,healthy_active,786,6,6,0,2.77,0,13,9.74,305,40,3,0.373,15.2,0.096,83.62,0.059,0,0,26,7.2,3.5
TD-01049,order-management,order-management/src/main/java/com/platform/controller/rule_engine_19.java,Tier_1,Java,Core Business,dormant_legacy,1530,31,36,14,18.91,1,6,55.68,40,3,0,0.237,19.4,0.207,48.49,0.137,0,0,63,6.3,5.8
TD-01050,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/service/parser_4.java,Tier_3,Java,Reporting,healthy_active,400,3,3,5,2.46,0,6,5.47,378,37,6,0.322,9.4,0.117,79.52,0.067,0,0,26,1.2,6.3
TD-01051,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/service/exporter_10.java,Tier_3,Java,Reporting,dormant_legacy,1170,34,49,59,25.98,0,22,46.78,8,3,1,0.254,21.0,0.13,38.61,0.069,0,1,96,15.5,11.9
